bill_avg,service_failure_count,download_avg,upload_avg,download_over_limit,churn,contract_type,subscription_age_group,subscription_label
26,1,43.3,1.9,0,1,0,3,3
20,0,5.1,0.4,0,1,1,3,0
0,3,0.0,0.0,6,1,2,3,0
0,1,0.0,0.0,6,1,0,3,0
20,0,13.1,0.6,0,0,2,3,1
19,0,38.4,3.1,0,0,2,3,3
16,0,7.4,0.9,1,1,0,3,0
12,0,0.0,0.0,0,1,0,2,0
21,0,166.0,11.0,0,0,2,3,1
23,6,0.0,0.0,0,1,0,3,1
0,0,0.0,0.0,0,1,0,3,0
17,0,0.0,0.0,0,1,1,3,0
25,0,36.3,2.0,0,0,2,3,1
17,0,17.3,1.3,0,1,0,3,1
25,3,5.3,0.7,0,1,0,3,1
24,0,2.4,0.1,0,1,1,3,1
22,3,15.4,1.8,0,0,2,3,3
21,0,22.3,1.6,0,0,2,3,3
10,0,50.2,6.3,0,0,2,3,3
14,0,0.0,0.0,0,1,0,3,0
17,0,0.0,0.0,0,1,0,3,0
15,0,108.3,5.6,0,0,2,3,3
12,2,34.6,1.7,0,0,2,3,1
24,0,6.2,0.4,0,0,0,3,0
24,0,25.1,1.8,0,1,0,3,3
79,2,70.2,9.0,0,0,2,3,1
14,0,4.2,0.5,0,1,0,3,1
20,0,13.6,0.9,0,0,2,3,1
12,0,0.0,0.0,0,1,0,3,3
21,1,21.8,2.8,0,0,2,3,1
15,0,6.0,0.6,0,1,0,3,0
21,0,44.3,3.1,0,0,2,3,3
10,1,14.8,3.4,0,1,2,3,3
15,0,15.0,1.3,0,0,2,3,3
0,0,0.0,0.0,0,1,1,3,0
13,0,0.0,0.0,0,1,0,3,1
24,0,0.0,0.0,0,1,0,3,0
20,0,69.6,4.1,0,0,2,3,1
0,0,0.0,0.0,0,1,0,3,3
10,0,16.2,0.9,0,0,2,3,3
24,0,47.9,2.4,0,1,0,3,0
0,0,0.0,0.0,0,1,0,3,3
19,0,2.2,0.2,0,1,1,3,1
13,0,0.0,0.0,0,1,0,3,1
0,0,0.0,0.0,0,1,0,3,0
0,0,0.0,0.0,2,1,2,2,1
19,4,0.0,0.0,0,1,0,3,3
10,0,16.2,2.8,0,0,2,3,3
17,0,6.2,0.5,0,1,0,3,1
21,1,15.4,1.3,0,0,2,3,3
0,0,22.3,1.6,0,1,1,3,1
22,1,8.7,0.5,0,1,1,3,0
20,3,2.1,0.2,0,1,0,3,0
13,1,0.0,0.0,0,1,0,2,0
13,0,0.0,0.0,0,1,0,3,1
22,0,24.1,0.7,0,1,0,3,3
45,2,0.0,0.0,1,1,1,3,1
15,0,235.6,9.8,0,0,2,3,3
22,1,0.0,0.0,0,1,2,3,0
0,0,0.0,0.0,7,1,0,2,0
23,0,44.9,2.4,0,1,0,3,3
21,1,9.9,0.8,0,0,2,3,1
24,0,30.2,4.7,0,0,0,3,1
1,0,0.0,0.0,0,1,0,3,0
0,0,0.0,0.0,0,1,0,3,0
13,0,0.0,0.0,0,1,0,2,0
21,0,51.8,4.3,0,0,2,3,3
10,0,4.8,0.3,0,0,2,3,3
56,1,118.9,9.5,0,0,2,3,3
11,0,47.5,8.9,0,1,1,3,3
13,1,0.0,0.0,0,1,0,3,1
13,0,0.0,0.0,0,1,0,3,0
16,0,16.4,1.5,0,1,0,3,0
18,1,0.0,0.0,0,1,0,3,0
21,0,41.2,1.0,0,1,0,3,0
13,0,0.0,0.0,0,1,0,3,0
1,0,0.0,0.0,0,1,0,3,0
23,0,16.6,2.2,0,1,1,3,1
13,0,0.0,0.0,0,1,0,2,0
11,0,4.5,0.2,0,1,1,3,3
18,0,29.2,2.7,0,1,0,3,0
37,0,74.9,8.8,0,0,2,3,1
20,0,73.1,12.9,0,1,1,3,3
10,1,47.5,5.7,0,0,2,3,3
21,1,3.9,0.3,0,1,0,3,3
26,1,107.5,64.1,1,0,2,3,3
26,0,7.3,1.1,0,1,0,3,1
13,1,0.0,0.0,0,1,0,3,0
38,6,0.0,0.0,0,1,0,2,0
0,0,0.0,0.0,5,1,0,2,1
19,8,0.0,0.0,0,1,0,2,0
0,1,0.0,0.0,3,1,0,3,0
20,3,168.9,26.3,0,0,2,3,3
27,0,69.4,5.7,0,1,0,3,1
22,0,25.1,4.4,0,0,2,3,1
24,1,32.1,4.7,0,1,0,3,0
2,0,0.0,0.0,0,1,0,2,3
15,0,13.2,1.3,0,0,2,3,3
0,0,0.0,0.0,0,1,0,2,1
12,0,0.0,0.0,0,1,0,2,0
18,0,30.7,5.9,0,0,2,3,3
14,0,0.0,0.0,2,1,1,2,0
10,0,0.2,0.0,0,0,2,3,3
0,0,0.0,0.0,7,1,0,2,0
20,0,23.9,1.7,0,1,0,3,3
14,0,0.0,0.0,0,1,0,2,0
15,0,18.2,1.1,0,0,2,3,3
22,0,20.2,2.2,0,0,0,3,3
9,0,0.0,0.0,0,1,0,2,0
0,0,0.2,0.0,0,1,0,3,0
0,0,0.0,0.0,0,1,0,3,0
0,0,7.8,0.7,0,1,1,3,0
13,0,0.0,0.0,0,1,0,2,1
25,1,28.0,2.9,0,0,2,3,1
20,0,181.1,5.2,0,0,2,3,3
12,0,11.7,1.4,5,0,0,3,0
25,0,31.8,1.5,0,1,1,3,1
12,0,0.0,0.0,0,1,0,2,0
0,0,0.0,0.0,0,1,0,3,0
22,0,0.0,0.0,0,1,2,3,0
63,0,173.2,22.3,0,0,0,3,1
22,0,0.0,0.0,0,1,1,3,3
23,0,11.9,1.1,0,1,1,3,0
21,0,0.0,0.0,0,1,0,3,3
25,0,103.2,10.2,0,0,2,3,1
10,0,8.5,0.4,0,0,2,3,3
98,0,0.0,0.0,0,1,0,2,0
0,0,0.0,0.0,1,1,0,3,0
36,0,11.6,2.2,0,1,0,3,1
13,0,0.0,0.0,0,1,0,3,0
24,0,53.6,2.3,0,0,2,3,1
22,0,3.1,0.5,0,1,0,3,3
14,0,3.0,0.6,0,1,0,3,3
0,0,0.0,0.0,6,1,0,2,0
13,0,0.0,0.0,0,1,0,2,0
0,0,3.4,0.2,6,1,0,3,1
0,0,0.0,0.0,0,1,0,3,0
0,0,0.0,0.0,6,1,0,2,0
0,0,0.0,0.0,0,1,0,2,0
19,2,33.4,1.7,0,1,0,3,0
0,0,0.0,0.0,4,1,0,2,0
14,1,0.0,0.0,0,1,0,3,0
0,0,0.0,0.0,6,1,0,2,0
0,0,0.4,0.0,0,1,0,3,1
24,1,82.7,5.4,0,0,2,3,3
16,0,0.0,0.0,0,1,1,2,0
14,0,36.5,13.0,0,1,0,3,0
0,0,0.0,0.0,7,1,0,3,3
0,0,0.0,0.0,0,1,1,2,3
21,0,0.0,0.0,0,1,1,3,0
28,0,44.9,3.3,0,0,2,3,3
0,0,0.9,0.2,4,1,0,3,1
0,1,0.8,0.1,6,1,2,3,0
13,0,0.0,0.0,0,1,0,2,0
10,1,0.7,0.3,1,1,0,3,3
28,0,58.3,34.7,0,0,2,3,3
20,0,0.0,0.0,0,1,0,2,1
24,2,0.0,0.0,0,1,0,2,0
25,0,32.5,3.3,0,1,0,3,1
0,0,0.0,0.0,3,1,0,2,0
22,0,13.0,1.2,0,1,0,3,0
20,1,25.1,1.6,0,1,0,3,3
0,0,0.9,0.1,3,1,0,3,0
22,0,61.7,3.2,0,0,2,3,3
22,0,75.5,2.6,0,0,2,3,1
0,0,0.0,0.0,0,1,0,2,0
54,0,36.0,10.1,0,1,0,3,3
0,0,0.0,0.0,0,1,0,2,0
0,1,0.0,0.0,7,1,0,2,0
13,0,0.0,0.0,0,1,0,2,3
19,0,0.0,0.0,0,1,2,2,0
0,0,0.0,0.0,0,1,0,2,0
16,0,55.5,2.2,2,1,1,3,3
0,1,2.4,0.3,6,1,0,3,1
17,0,2.2,0.2,0,1,1,3,1
24,1,14.5,1.1,0,1,0,3,1
21,0,0.0,0.0,0,1,0,3,3
0,0,0.0,0.0,7,1,2,2,1
24,0,71.5,7.0,0,1,0,3,1
22,1,12.3,0.9,0,1,0,3,1
0,0,0.0,0.0,7,1,0,2,0
0,3,0.0,0.0,6,1,0,2,3
0,1,0.0,0.0,6,1,0,2,0
9,0,0.0,0.0,0,1,0,2,0
10,0,56.8,7.4,0,0,2,3,3
20,0,13.1,1.2,0,1,0,3,1
25,0,64.8,3.5,0,1,1,3,1
6,0,51.2,2.6,0,1,1,3,3
17,0,9.0,1.3,6,1,0,3,1
20,0,4.5,0.2,0,1,0,3,1
13,0,99.9,8.2,4,0,2,3,3
0,0,0.0,0.0,7,1,0,2,3
0,0,3.6,0.4,7,1,0,3,1
25,0,99.0,4.5,0,0,2,3,3
80,0,0.0,0.0,0,1,0,3,0
0,0,18.2,0.8,4,1,0,3,1
20,0,0.0,0.0,0,1,0,2,1
13,0,0.0,0.0,0,1,0,2,0
22,0,0.0,0.0,0,1,0,3,3
0,0,0.1,0.0,0,1,0,3,0
9,0,8.0,1.0,5,1,0,3,1
56,0,0.0,0.0,0,1,0,3,1
22,0,11.1,2.1,0,0,2,3,1
0,0,0.0,0.0,0,1,0,3,0
10,0,202.0,16.8,0,0,2,3,1
12,0,1.6,0.3,2,0,0,3,1
24,0,37.5,3.6,0,0,2,3,3
17,0,14.8,1.9,0,1,2,3,3
0,0,0.0,0.0,0,1,1,2,3
25,2,44.0,4.7,0,1,1,3,1
14,1,0.0,0.0,0,1,0,2,0
0,0,0.0,0.0,0,1,0,3,1
0,0,0.0,0.0,0,1,0,2,3
10,0,12.3,1.5,0,0,2,3,3
14,0,0.0,0.0,0,1,0,3,3
36,0,0.0,0.0,0,1,2,3,1
0,0,0.0,0.0,7,1,0,2,0
0,0,1.7,0.1,5,1,0,3,0
0,0,0.0,0.0,6,1,0,2,0
21,0,0.0,0.0,0,1,0,3,0
0,0,0.0,0.0,0,1,0,2,0
33,0,120.9,4.7,0,1,1,3,1
0,0,0.0,0.0,1,1,2,3,0
20,7,4.9,0.1,3,1,1,3,1
24,0,11.3,1.2,0,1,0,3,1
32,1,2.6,1.7,0,1,0,3,1
0,1,2.1,0.2,4,1,0,3,0
0,0,0.0,0.0,6,1,0,2,1
0,0,0.0,0.0,0,1,0,3,1
10,0,4.1,0.3,7,1,0,3,1
9,0,9.6,0.3,0,0,0,3,3
21,0,43.2,2.2,0,1,0,3,1
18,0,86.6,7.9,0,0,2,3,1
0,0,0.0,0.0,0,1,0,2,0
14,0,0.0,0.0,0,1,0,2,0
0,0,0.0,0.0,6,1,0,2,0
22,0,0.0,0.0,0,1,0,2,3
55,0,0.0,0.0,0,1,0,3,0
0,0,0.0,0.0,7,1,0,3,1
44,0,3.0,0.2,0,1,0,3,1
13,2,17.3,1.8,0,1,0,3,0
0,0,4.4,0.3,7,1,1,3,0
0,0,0.0,0.0,0,1,0,3,1
13,0,0.0,0.0,0,1,0,2,1
22,0,11.6,0.6,0,1,1,3,1
0,0,0.0,0.0,0,1,0,2,0
32,0,15.1,0.8,0,1,0,3,3
0,0,0.0,0.0,0,1,0,2,0
0,0,0.0,0.0,3,1,0,3,0
11,1,39.1,1.9,0,1,1,3,1
27,0,171.2,8.5,1,0,0,3,0
32,0,154.2,5.4,0,0,2,3,3
25,0,54.0,5.6,0,0,2,3,1
14,0,0.0,0.0,0,1,0,2,1
0,0,0.0,0.0,7,1,0,2,1
24,0,143.6,10.5,0,0,0,3,1
